order_id,date,product,category,unit_price,quantity,customer_email,city
1000,2025-04-13,Smartphone,Accessories,,2,client@yahoo.com,Madrid
1001,2025-12-15,Monitor,Electronics,1102.7245940431092,5,user@gmail.com,Valencia
1002,2025-09-28,Keyboard, electro_NICA ,487.7097592399596,3,admin@outlook.com,Valencia
1003,2025-04-17,Monitor,Accessories,153.8753497994376,1,,Madrid
1004,2025-03-13,Laptop,Office,273.4540859027518,2,admin@outlook.com,Bilbao
1005,2025-07-08,Monitor,Electronics,225.08355494343624,2,admin@outlook.com,Bilbao
1006,2025-01-21,Keyboard,Electronics,440.09501803581594,1,user@gmail.com,Bilbao
1007,2025-04-13,Laptop,Electronics,1054.2573550553739,4,client@yahoo.com,Madrid
1008,2025-05-02,Headphones,Accessories,536.8028372554887,4,,Bilbao
1009,2025-08-03,Laptop,Electronics,689.3872982494714,5,client@yahoo.com,Barcelona
1010,2025-11-27,Smartphone,Accessories,231.4169123096835,2,,Bilbao
1011,2025-03-29,Laptop,Electronics,601.5609715615878,5,admin@outlook.com,Madrid
1012,2025-04-10,Headphones,Electronics,1050.8807112523446,1,,Bilbao
1013,2025-12-26,Monitor,Accessories,932.6866509513306,5,,Barcelona
1014,2025-06-01,Laptop, electro_NICA ,115.80504464284549,2,client@yahoo.com,Madrid
1015,2025-05-11,Laptop,Electronics,1037.245277125136,4,,Valencia
1016,2025-05-30,Laptop,Office,343.1171549555133,4,user@gmail.com,Madrid
1017,2025-11-05,Laptop,Office,,1,client@yahoo.com,Sevilla
1018,2025-09-15,Headphones,Accessories,192.73182806842297,3,client@yahoo.com,Valencia
1019,2025-12-10,Keyboard,Office,816.0803567012465,5,user@gmail.com,Valencia
1020,2025-10-21,Keyboard, electro_NICA ,62.12768605145272,1,user@gmail.com,Madrid
1021,2025-07-11,Laptop,Electronics,728.7607472628571,4,client@yahoo.com,Sevilla
1022,2025-10-04,Headphones,Accessories,,2,client@yahoo.com,Valencia
1023,2025-06-10,Headphones,Accessories,308.5061225896957,2,client@yahoo.com,Bilbao
1024,2025-11-10,Laptop,Accessories,1125.6317858583664,3,admin@outlook.com,Sevilla
1025,2025-01-22,Smartphone,Electronics,74.24741689656577,3,,Sevilla
1026,2025-09-10,Laptop, electro_NICA ,1072.2170056062278,4,user@gmail.com,Madrid
1027,2025-08-24,Smartphone,Office,470.63903541818655,3,admin@outlook.com,Madrid
1028,2025-12-11,Laptop,Electronics,862.419395208957,3,admin@outlook.com,Madrid
1029,2025-02-18,Smartphone,Electronics,,2,admin@outlook.com,Sevilla
1030,2025-02-28,Smartphone, electro_NICA ,,5,,Barcelona
1031,2025-06-19,Laptop,Electronics,396.4191451960333,2,admin@outlook.com,Madrid
1032,2025-07-07,Smartphone,Accessories,645.0147074767899,2,client@yahoo.com,Barcelona
1033,2025-09-28,Monitor,Electronics,1018.882119053836,4,user@gmail.com,Valencia
1034,2025-07-09,Keyboard,Electronics,1146.7348896038532,4,,Bilbao
1035,2025-06-24,Headphones,Electronics,44.29222733794527,5,,Bilbao
1036,2025-02-20,Smartphone,Electronics,436.0187414557902,1,client@yahoo.com,Barcelona
1037,2025-12-30,Smartphone,Electronics,808.4098310073059,3,user@gmail.com,Sevilla
1038,2025-02-24,Headphones,Accessories,642.7207312263472,3,admin@outlook.com,Bilbao
1039,2025-09-01,Smartphone,Accessories,1132.7660967109757,2,,Barcelona
1040,2025-11-16,Headphones,Electronics,40.02393275241839,2,user@gmail.com,Madrid
1041,2025-05-11,Laptop,Office,536.5324903688104,5,,Barcelona
1042,2025-11-03,Monitor,Accessories,809.1885404094542,3,user@gmail.com,Valencia
1043,2025-05-15,Monitor,Accessories,276.748782364188,2,user@gmail.com,Barcelona
1044,2025-01-21,Keyboard,Accessories,876.5282356156391,2,user@gmail.com,Madrid
1045,2025-11-25,Smartphone,Accessories,115.84978130114402,4,client@yahoo.com,Barcelona
1046,2025-06-16,Keyboard, electro_NICA ,,1,,Madrid
1047,2025-10-01,Laptop,Accessories,817.9572483050316,5,admin@outlook.com,Madrid
1048,2025-03-30,Monitor,Electronics,,1,client@yahoo.com,Valencia
1049,2025-11-12,Laptop,Office,107.13877285681009,1,admin@outlook.com,Valencia
1050,2025-01-14,Laptop,Electronics,1149.2854995633425,5,client@yahoo.com,Bilbao
1051,2025-08-30,Smartphone,Electronics,,3,client@yahoo.com,Madrid
1052,2025-09-22,Laptop,Accessories,1113.1164957018448,2,client@yahoo.com,Madrid
1053,2025-12-12,Monitor,Office,1174.632812291319,5,user@gmail.com,Madrid
1054,2025-02-22,Keyboard,Electronics,237.9437042054184,2,,Bilbao
1055,2025-12-06,Monitor,Office,206.17567739508536,4,user@gmail.com,Sevilla
1056,2025-04-02,Smartphone,Electronics,60.3732117250589,1,user@gmail.com,Valencia
1057,2025-09-21,Monitor,Electronics,1072.3508893889832,4,user@gmail.com,Valencia
1058,2025-02-04,Headphones, electro_NICA ,908.2601525404234,1,client@yahoo.com,Madrid
1059,2025-07-25,Keyboard,Accessories,767.2496451198231,3,client@yahoo.com,Bilbao
1060,2025-03-22,Headphones,Office,1114.657867839642,5,admin@outlook.com,Madrid
1061,2025-02-19,Headphones,Office,698.5904051011466,3,,Valencia
1062,2025-12-26,Smartphone, electro_NICA ,173.08228821614665,1,user@gmail.com,Bilbao
1063,2025-01-02,Laptop,Electronics,228.70008042330932,4,user@gmail.com,Barcelona
1064,2025-02-23,Headphones,Electronics,175.97703779895386,1,user@gmail.com,Valencia
1065,2025-04-16,Monitor,Office,383.03645501317834,3,,Barcelona
1066,2025-09-17,Laptop,Accessories,467.8062630740643,3,,Sevilla
1067,2025-11-06,Monitor,Accessories,,4,,Barcelona
1068,2025-07-10,Monitor,Electronics,245.67961550550524,4,user@gmail.com,Bilbao
1069,2025-08-06,Laptop,Electronics,875.9308803555684,3,,Barcelona
1070,2025-02-13,Laptop,Accessories,599.649632495119,1,user@gmail.com,Sevilla
1071,2025-06-11,Monitor,Electronics,1199.598706931362,1,user@gmail.com,Valencia
1072,2025-07-21,Smartphone,Electronics,,5,,Sevilla
1073,2025-09-27,Keyboard,Electronics,1163.3645266108854,3,client@yahoo.com,Bilbao
1074,2025-12-17,Keyboard,Electronics,423.97477192968745,5,user@gmail.com,Barcelona
1075,2025-10-31,Smartphone,Office,165.1992279361843,3,user@gmail.com,Barcelona
1076,2025-09-28,Laptop,Office,616.957050071343,5,client@yahoo.com,Bilbao
1077,2025-08-03,Monitor,Electronics,166.60257915889932,2,,Madrid
1078,2025-09-09,Keyboard,Electronics,601.0930117372365,1,admin@outlook.com,Bilbao
1079,2025-07-09,Monitor,Accessories,338.53041088694886,1,client@yahoo.com,Bilbao
1080,2025-10-23,Smartphone,Electronics,599.4357106651423,2,,Sevilla
1081,2025-08-01,Monitor,Office,1140.5707202739197,4,user@gmail.com,Sevilla
1082,2025-07-27,Smartphone,Office,361.06019578372667,2,client@yahoo.com,Bilbao
1083,2025-08-25,Laptop,Office,1192.252178256082,1,user@gmail.com,Valencia
1084,2025-12-04,Smartphone,Accessories,290.6087738968209,3,client@yahoo.com,Barcelona
1085,2025-02-22,Smartphone,Electronics,265.5678872164994,5,admin@outlook.com,Bilbao
1086,2025-10-07,Keyboard,Accessories,662.8504571390433,1,user@gmail.com,Madrid
1087,2025-08-05,Monitor,Electronics,1013.6130272129809,2,,Barcelona
1088,2025-09-09,Keyboard,Electronics,904.4141526344564,3,client@yahoo.com,Valencia
1089,2025-07-07,Headphones,Electronics,873.7735836492388,1,client@yahoo.com,Bilbao
1090,2025-02-10,Smartphone,Accessories,353.5068705595144,2,client@yahoo.com,Valencia
1091,2025-06-06,Headphones,Electronics,46.56979576298204,1,user@gmail.com,Barcelona
1092,2025-01-15,Keyboard,Electronics,210.86298237021785,2,,Madrid
1093,2025-10-28,Monitor,Accessories,432.37849534422355,2,client@yahoo.com,Barcelona
1094,2025-03-06,Keyboard, electro_NICA ,1166.5868256728368,1,user@gmail.com,Barcelona
1095,2025-12-11,Monitor,Electronics,1105.337400409178,3,user@gmail.com,Bilbao
1096,2025-11-23,Monitor,Accessories,256.7606129739971,1,admin@outlook.com,Barcelona
1097,2025-01-09,Laptop,Electronics,876.234524021941,1,,Bilbao
1098,2025-12-10,Smartphone, electro_NICA ,703.2398911459901,3,admin@outlook.com,Bilbao
1099,2025-05-09,Keyboard,Electronics,78.81432710351699,1,client@yahoo.com,Valencia
1100,2025-05-16,Monitor,Office,458.61262133233583,5,user@gmail.com,Madrid
1101,2025-03-04,Keyboard,Electronics,593.567013631765,5,client@yahoo.com,Bilbao
1102,2025-05-19,Keyboard,Office,807.7374655531202,5,user@gmail.com,Sevilla
1103,2025-03-22,Monitor,Electronics,367.9880368970433,2,user@gmail.com,Valencia
1104,2025-06-12,Headphones,Electronics,1121.905982284289,4,,Bilbao
1105,2025-10-16,Smartphone,Electronics,553.2172869103301,1,client@yahoo.com,Bilbao
1106,2025-09-18,Smartphone,Electronics,313.26495645801884,4,,Valencia
1107,2025-08-19,Laptop,Office,393.3851429517523,5,user@gmail.com,Barcelona
1108,2025-02-10,Laptop,Accessories,907.2248057703778,3,client@yahoo.com,Bilbao
1109,2025-01-28,Laptop,Accessories,775.5367337379847,5,user@gmail.com,Madrid
1110,2025-05-15,Smartphone, electro_NICA ,895.7700653060205,1,client@yahoo.com,Bilbao
